Id;Location;Address;CreationDate;ReleaseVersion;InstallerId;Status;LastMaintenance;TerminalType;SoftwareVersion;IpAddress;OperatingSystem;SimCard
10640;Szekszárd;Erkel Ferenc utca 4;2024. 01. 07. 0:00:00;v8.9;20;aktív;2025. 06. 07. 0:00:00;ATM;Soft 2.9;192.168.208.138;Windows;211043652
10641;Siklós;Jázmin utca 53;2024. 04. 09. 0:00:00;v1.3;16;aktív;2025. 11. 09. 0:00:00;ATM;Soft 3.0;192.168.58.16;Windows;974749427
10642;Makó;Vasút utca 16;2017. 01. 05. 0:00:00;v4.6;15;-;2018. 11. 05. 0:00:00;ATM;Soft 4.0;192.168.164.138;Windows;715861203
10643;Gödöllő;Árpád utca 50;2023. 07. 05. 0:00:00;v7.0;15;-;2024. 03. 05. 0:00:00;ATM;Soft 3.5;192.168.80.162;Windows;535098028
10644;Füzesabony;Templom utca 99;2024. 06. 20. 0:00:00;v9.8;19;raktárban;2026. 02. 20. 0:00:00;ATM;Soft 3.3;192.168.141.49;Windows;656907291
10645;Sopron;Kossuth tér 18;2023. 04. 15. 0:00:00;v5.8;15;-;2024. 01. 15. 0:00:00;ATM;Soft 4.2;192.168.77.225;Windows;405793760
10646;Szigetszentmiklós;Gyöngyvirág utca 65;2021. 05. 04. 0:00:00;v2.8;17;aktív;2023. 02. 04. 0:00:00;ATM;Soft 4.3;192.168.242.236;Windows;139562876
10647;Nyírbátor;Gyöngyvirág utca 83;2024. 04. 14. 0:00:00;v9.9;18;aktív;2024. 06. 14. 0:00:00;ATM;Soft 4.1;192.168.36.231;Windows;994965011
10648;Szentendre;Szabadság utca 14;2024. 05. 17. 0:00:00;v7.6;12;aktív;2025. 08. 17. 0:00:00;ATM;Soft 3.1;192.168.52.222;Windows;278615900
10649;Balatonfüred;Akácfa utca 74;2018. 06. 13. 0:00:00;v8.2;20;raktárban;2019. 06. 13. 0:00:00;ATM;Soft 1.7;192.168.133.234;Windows;285042068
10650;Kazincbarcika;Kossuth tér 27;2018. 10. 18. 0:00:00;v5.5;18;raktárban;2019. 01. 18. 0:00:00;ATM;Soft 2.3;192.168.189.221;Windows;688322865
10651;Esztergom;Tavaszmező utca 42;2017. 07. 26. 0:00:00;v5.6;12;-;2019. 02. 26. 0:00:00;ATM;Soft 1.0;192.168.83.123;Windows;422488463
10652;Csömör;Erkel Ferenc utca 50;2018. 10. 05. 0:00:00;v5.6;12;aktív;2019. 11. 05. 0:00:00;ATM;Soft 2.8;192.168.92.49;Windows;659063651
10653;Lenti;Ady Endre utca 8;2017. 11. 04. 0:00:00;v3.0;16;raktárban;2018. 03. 04. 0:00:00;ATM;Soft 4.0;192.168.20.200;Windows;262783802
10654;Budakeszi;Rét utca 41;2016. 01. 22. 0:00:00;v2.9;20;raktárban;2016. 06. 22. 0:00:00;ATM;Soft 3.7;192.168.160.8;Windows;840923527
10655;Kaposvár;Rét utca 12;2023. 12. 19. 0:00:00;v9.0;12;-;2025. 09. 19. 0:00:00;ATM;Soft 4.9;192.168.186.244;Windows;794090680
10656;Mosonmagyaróvár;Erkel Ferenc utca 21;2024. 03. 18. 0:00:00;v9.4;17;-;2024. 11. 18. 0:00:00;ATM;Soft 3.2;192.168.33.59;Windows;746355436
10657;Szentendre;Szent István utca 45;2015. 12. 30. 0:00:00;v4.4;14;-;2016. 11. 30. 0:00:00;ATM;Soft 4.6;192.168.8.15;Windows;203049451
10658;Szeged;Zrínyi utca 27;2024. 06. 07. 0:00:00;v8.6;13;-;2025. 03. 07. 0:00:00;ATM;Soft 3.9;192.168.248.167;Windows;873319475
10659;Dunaújváros;Rózsa utca 49;2019. 01. 08. 0:00:00;v6.9;18;-;2019. 07. 08. 0:00:00;ATM;Soft 3.7;192.168.119.212;Windows;628380541
10660;Sárvár;Gyöngyvirág utca 32;2019. 04. 22. 0:00:00;v4.1;19;aktív;2020. 11. 22. 0:00:00;ATM;Soft 2.8;192.168.17.193;Windows;385496503
10661;Dunakeszi;Rákóczi utca 33;2022. 11. 10. 0:00:00;v4.4;16;-;2023. 11. 10. 0:00:00;ATM;Soft 1.8;192.168.248.120;Windows;132413648
10662;Pécs;Táncsics Mihály utca 86;2018. 11. 07. 0:00:00;v9.8;13;raktárban;2019. 06. 07. 0:00:00;ATM;Soft 2.4;192.168.18.46;Windows;610146440
10663;Tata;Madách utca 8;2022. 12. 29. 0:00:00;v5.4;17;aktív;2023. 08. 29. 0:00:00;ATM;Soft 3.5;192.168.234.212;Windows;454558423
10664;Jászapáti;Táncsics Mihály utca 9;2015. 06. 21. 0:00:00;v8.3;20;-;2016. 01. 21. 0:00:00;ATM;Soft 1.4;192.168.235.0;Windows;953669848
10665;Komárom;Akácfa utca 2;2015. 08. 24. 0:00:00;v6.2;17;raktárban;2017. 03. 24. 0:00:00;ATM;Soft 3.6;192.168.110.107;Windows;346158804
10666;Tiszaújváros;Alkotmány utca 73;2020. 01. 31. 0:00:00;v8.9;17;-;2021. 02. 28. 0:00:00;ATM;Soft 4.7;192.168.55.87;Windows;622164093
10667;Kőszeg;Kossuth tér 27;2021. 08. 17. 0:00:00;v3.1;19;-;2022. 10. 17. 0:00:00;ATM;Soft 1.0;192.168.73.118;Windows;978720791
10668;Nagykőrös;Kossuth tér 58;2018. 02. 04. 0:00:00;v7.6;17;-;2019. 04. 04. 0:00:00;ATM;Soft 4.1;192.168.146.154;Windows;744293513
10669;Lőrinci;Kert utca 41;2019. 06. 14. 0:00:00;v8.8;18;-;2019. 07. 14. 0:00:00;ATM;Soft 3.4;192.168.141.0;Windows;449706001
10670;Sárvár;Nyár utca 67;2018. 11. 24. 0:00:00;v8.4;12;raktárban;2020. 06. 24. 0:00:00;ATM;Soft 2.3;192.168.247.126;Windows;127555117
10671;Karcag;Zrínyi utca 97;2024. 03. 14. 0:00:00;v1.6;12;aktív;2025. 04. 14. 0:00:00;ATM;Soft 1.3;192.168.49.179;Windows;232645700
10672;Vecsés;Honvéd utca 93;2016. 03. 09. 0:00:00;v8.0;14;-;2016. 11. 09. 0:00:00;ATM;Soft 2.0;192.168.237.100;Windows;424168282
10673;Kaposvár;Jázmin utca 91;2021. 07. 28. 0:00:00;v1.4;20;-;2023. 03. 28. 0:00:00;ATM;Soft 1.0;192.168.16.152;Windows;407812429
10674;Hajdúszoboszló;Virág utca 82;2015. 12. 21. 0:00:00;v3.4;18;aktív;2017. 03. 21. 0:00:00;ATM;Soft 4.3;192.168.223.45;Windows;586192941
10675;Kunszentmiklós;Hunyadi utca 70;2016. 12. 27. 0:00:00;v7.0;16;-;2018. 05. 27. 0:00:00;ATM;Soft 3.5;192.168.167.131;Windows;352655917
10676;Mohács;Honvéd utca 30;2017. 06. 26. 0:00:00;v7.8;16;-;2018. 05. 26. 0:00:00;ATM;Soft 1.3;192.168.128.68;Windows;803742090
10677;Kiskunhalas;Gyöngyvirág utca 71;2016. 09. 09. 0:00:00;v3.0;16;-;2017. 10. 09. 0:00:00;ATM;Soft 2.7;192.168.37.7;Windows;375504199
10678;Debrecen;Széchenyi utca 64;2017. 12. 14. 0:00:00;v4.1;17;-;2019. 10. 14. 0:00:00;ATM;Soft 3.9;192.168.88.180;Windows;618696727
10679;Budapest;Vasút utca 8;2022. 09. 02. 0:00:00;v8.2;20;aktív;2024. 07. 02. 0:00:00;ATM;Soft 3.8;192.168.252.99;Windows;351308541
10680;Püspökladány;Kossuth utca 73;2017. 07. 16. 0:00:00;v9.1;14;raktárban;2018. 05. 16. 0:00:00;ATM;Soft 4.4;192.168.211.220;Windows;974810002
10681;Hajdúböszörmény;Gyöngyvirág utca 82;2022. 02. 11. 0:00:00;v7.3;16;aktív;2023. 06. 11. 0:00:00;ATM;Soft 1.8;192.168.122.182;Windows;981227356
10682;Kunszentmiklós;Dózsa György utca 39;2019. 02. 07. 0:00:00;v2.6;20;-;2019. 06. 07. 0:00:00;ATM;Soft 3.5;192.168.57.119;Windows;987431859
10683;Nagykanizsa;Iskola utca 15;2016. 07. 05. 0:00:00;v2.2;20;aktív;2018. 02. 05. 0:00:00;ATM;Soft 4.2;192.168.23.223;Windows;191416947
10684;Püspökladány;Virág utca 62;2020. 09. 07. 0:00:00;v2.2;16;aktív;2022. 08. 07. 0:00:00;ATM;Soft 1.1;192.168.10.110;Windows;342571076
10685;Sopron;Templom utca 84;2022. 08. 08. 0:00:00;v2.6;14;aktív;2024. 02. 08. 0:00:00;ATM;Soft 1.9;192.168.132.225;Windows;697089864
10686;Cegléd;Hegyalja utca 16;2015. 10. 02. 0:00:00;v8.2;16;raktárban;2016. 01. 02. 0:00:00;ATM;Soft 1.9;192.168.132.250;Windows;445896823
10687;Nagykáta;Virág utca 99;2024. 08. 26. 0:00:00;v4.1;18;-;2026. 05. 26. 0:00:00;ATM;Soft 1.9;192.168.252.24;Windows;222881253
10688;Vecsés;Nyár utca 34;2019. 04. 03. 0:00:00;v9.0;18;raktárban;2020. 04. 03. 0:00:00;ATM;Soft 1.7;192.168.213.33;Windows;358274637
10689;Mór;Munkás utca 17;2016. 04. 23. 0:00:00;v9.3;19;-;2017. 09. 23. 0:00:00;ATM;Soft 3.3;192.168.194.50;Windows;671312251
10690;Budaörs;Bartók Béla utca 75;2016. 07. 11. 0:00:00;v8.1;20;-;2017. 12. 11. 0:00:00;ATM;Soft 4.9;192.168.194.155;Windows;151931863
10691;Budaörs;Bem utca 86;2024. 05. 12. 0:00:00;v2.1;19;-;2024. 07. 12. 0:00:00;ATM;Soft 2.8;192.168.189.240;Windows;114313668
10692;Bonyhád;Szent István utca 40;2023. 06. 23. 0:00:00;v3.5;14;aktív;2024. 01. 23. 0:00:00;ATM;Soft 3.5;192.168.194.221;Windows;937874923
10693;Bonyhád;Bartók Béla utca 58;2024. 03. 04. 0:00:00;v9.4;16;aktív;2025. 12. 04. 0:00:00;ATM;Soft 4.5;192.168.221.172;Windows;249909663
10694;Csongrád;Béke utca 57;2015. 06. 26. 0:00:00;v3.0;13;-;2017. 01. 26. 0:00:00;ATM;Soft 3.6;192.168.77.241;Windows;686501442
10695;Sopron;Deák Ferenc utca 76;2022. 02. 22. 0:00:00;v7.1;12;-;2022. 08. 22. 0:00:00;ATM;Soft 2.7;192.168.123.109;Windows;886726795
10696;Hajdúböszörmény;Tavasz utca 12;2022. 06. 07. 0:00:00;v8.5;13;aktív;2022. 09. 07. 0:00:00;ATM;Soft 4.8;192.168.186.163;Windows;292756681
10697;Mór;Vasút utca 13;2016. 08. 01. 0:00:00;v5.2;20;-;2017. 04. 01. 0:00:00;ATM;Soft 1.1;192.168.35.45;Windows;801601545
10698;Mohács;Mátyás király utca 92;2015. 12. 16. 0:00:00;v6.0;17;aktív;2016. 11. 16. 0:00:00;ATM;Soft 3.8;192.168.176.191;Windows;917371536
10699;Balatonalmádi;Honvéd utca 54;2016. 11. 15. 0:00:00;v5.0;12;-;2017. 12. 15. 0:00:00;ATM;Soft 2.4;192.168.28.86;Windows;317573289
10700;Dunaújváros;Rózsa utca 57;2016. 01. 24. 0:00:00;v3.9;17;raktárban;2017. 12. 24. 0:00:00;ATM;Soft 4.6;192.168.47.227;Windows;327066762
10701;Berettyóújfalu;Petőfi utca 76;2015. 09. 04. 0:00:00;v8.4;15;-;2016. 10. 04. 0:00:00;ATM;Soft 3.2;192.168.196.9;Windows;713145047
10702;Tatabánya;Dózsa György utca 26;2018. 12. 03. 0:00:00;v2.8;18;aktív;2019. 10. 03. 0:00:00;ATM;Soft 4.1;192.168.226.145;Windows;590614669
10703;Szekszárd;Jókai utca 91;2024. 08. 22. 0:00:00;v2.3;14;-;2025. 02. 22. 0:00:00;ATM;Soft 2.0;192.168.195.74;Windows;628523821
10704;Kisvárda;Virág utca 69;2021. 09. 14. 0:00:00;v2.7;12;aktív;2022. 11. 14. 0:00:00;ATM;Soft 4.4;192.168.190.97;Windows;515964256
10705;Kiskunfélegyháza;Ady Endre utca 85;2022. 06. 17. 0:00:00;v8.8;16;-;2023. 02. 17. 0:00:00;ATM;Soft 3.2;192.168.164.137;Windows;182120661
10706;Budaörs;Csokonai utca 46;2022. 02. 10. 0:00:00;v1.4;12;raktárban;2023. 03. 10. 0:00:00;ATM;Soft 1.8;192.168.181.51;Windows;984893930
10707;Székesfehérvár;Iskola utca 97;2023. 04. 23. 0:00:00;v7.1;17;-;2024. 08. 23. 0:00:00;ATM;Soft 4.1;192.168.94.160;Windows;314164414
10708;Nagymaros;Hegyalja utca 28;2024. 04. 14. 0:00:00;v7.0;13;raktárban;2024. 07. 14. 0:00:00;ATM;Soft 2.3;192.168.30.35;Windows;525760990
10709;Esztergom;Bem utca 90;2017. 04. 06. 0:00:00;v3.1;17;aktív;2018. 12. 06. 0:00:00;ATM;Soft 4.0;192.168.85.225;Windows;613337308
10710;Törökszentmiklós;Virág utca 41;2019. 02. 28. 0:00:00;v6.0;12;aktív;2020. 08. 28. 0:00:00;ATM;Soft 3.3;192.168.70.49;Windows;245649742
10711;Bonyhád;Széchenyi utca 87;2021. 10. 28. 0:00:00;v2.8;18;aktív;2022. 03. 28. 0:00:00;ATM;Soft 4.3;192.168.199.193;Windows;894279192
10712;Szigetszentmiklós;Rákóczi utca 39;2015. 11. 25. 0:00:00;v8.9;12;raktárban;2016. 02. 25. 0:00:00;ATM;Soft 3.2;192.168.179.247;Windows;798258715
10713;Miskolc;Széchenyi utca 69;2021. 04. 21. 0:00:00;v9.6;12;raktárban;2021. 07. 21. 0:00:00;ATM;Soft 2.5;192.168.250.24;Windows;856311654
10714;Vecsés;Jókai utca 37;2020. 07. 12. 0:00:00;v6.6;18;-;2021. 11. 12. 0:00:00;ATM;Soft 4.0;192.168.100.132;Windows;573727686
10715;Salgótarján;Ady Endre utca 6;2016. 01. 02. 0:00:00;v8.1;18;aktív;2016. 10. 02. 0:00:00;ATM;Soft 4.6;192.168.130.69;Windows;440042577
10716;Békéscsaba;Zrínyi utca 75;2022. 05. 19. 0:00:00;v6.4;20;aktív;2024. 03. 19. 0:00:00;ATM;Soft 2.8;192.168.189.0;Windows;650436073
10717;Kecskemét;Szent István utca 10;2016. 09. 12. 0:00:00;v1.3;13;-;2017. 07. 12. 0:00:00;ATM;Soft 2.9;192.168.18.95;Windows;700120192
10718;Körmend;Deák Ferenc utca 46;2021. 06. 21. 0:00:00;v5.8;14;-;2021. 12. 21. 0:00:00;ATM;Soft 2.9;192.168.236.27;Windows;526536740
10719;Tolna;Hársfa utca 58;2023. 06. 18. 0:00:00;v3.3;12;-;2023. 12. 18. 0:00:00;ATM;Soft 1.4;192.168.73.166;Windows;691089151
10720;Dunaújváros;Bartók Béla utca 95;2023. 05. 21. 0:00:00;v8.6;15;aktív;2025. 02. 21. 0:00:00;ATM;Soft 3.6;192.168.126.206;Windows;443725892
10721;Nagymaros;Zrínyi utca 39;2020. 11. 09. 0:00:00;v4.1;12;raktárban;2021. 12. 09. 0:00:00;ATM;Soft 2.6;192.168.218.111;Windows;704514017
10722;Mohács;Bem utca 44;2021. 12. 05. 0:00:00;v9.1;12;-;2023. 08. 05. 0:00:00;ATM;Soft 3.1;192.168.70.159;Windows;225349032
10723;Baja;Csokonai utca 58;2018. 09. 03. 0:00:00;v9.0;12;-;2020. 05. 03. 0:00:00;ATM;Soft 2.3;192.168.215.128;Windows;176351910
10724;Tatabánya;Mátyás király utca 13;2023. 09. 18. 0:00:00;v5.0;15;raktárban;2024. 01. 18. 0:00:00;ATM;Soft 4.1;192.168.116.230;Windows;722680864
10725;Salgótarján;Hegyalja utca 53;2017. 04. 18. 0:00:00;v6.1;20;aktív;2017. 09. 18. 0:00:00;ATM;Soft 4.3;192.168.243.242;Windows;736559101
10726;Zirc;Táncsics Mihály utca 81;2018. 02. 18. 0:00:00;v8.5;13;-;2019. 10. 18. 0:00:00;ATM;Soft 1.4;192.168.186.194;Windows;640684403
10727;Sopron;Kossuth tér 1;2018. 02. 15. 0:00:00;v6.1;16;raktárban;2018. 07. 15. 0:00:00;ATM;Soft 4.2;192.168.83.51;Windows;841711776
10728;Kőszeg;Hársfa utca 87;2016. 11. 06. 0:00:00;v3.1;20;-;2018. 07. 06. 0:00:00;ATM;Soft 2.0;192.168.82.155;Windows;302180104
10729;Kaba;Gyöngyvirág utca 84;2017. 09. 14. 0:00:00;v4.7;16;aktív;2019. 08. 14. 0:00:00;ATM;Soft 4.7;192.168.53.155;Windows;747269180
10730;Tiszafüred;Új utca 50;2015. 03. 02. 0:00:00;v2.4;13;raktárban;2015. 05. 02. 0:00:00;ATM;Soft 4.6;192.168.249.220;Windows;268155073
10731;Karcag;Alkotmány utca 76;2023. 04. 24. 0:00:00;v2.6;18;aktív;2024. 02. 24. 0:00:00;ATM;Soft 2.7;192.168.92.122;Windows;902488315
10732;Komló;Csokonai utca 86;2022. 09. 24. 0:00:00;v7.6;17;-;2023. 10. 24. 0:00:00;ATM;Soft 2.4;192.168.85.79;Windows;924639754
10733;Gyömrő;Iskola utca 17;2024. 08. 30. 0:00:00;v1.8;15;-;2025. 01. 30. 0:00:00;ATM;Soft 1.6;192.168.51.23;Windows;647287327
10734;Komló;Munkás utca 33;2020. 06. 06. 0:00:00;v7.1;16;-;2020. 12. 06. 0:00:00;ATM;Soft 4.3;192.168.50.21;Windows;931590324
10735;Orosháza;Szent István utca 66;2017. 02. 12. 0:00:00;v4.4;16;-;2017. 08. 12. 0:00:00;ATM;Soft 4.2;192.168.58.73;Windows;783756195
10736;Ajka;Rákóczi utca 71;2017. 10. 27. 0:00:00;v1.6;18;-;2018. 02. 27. 0:00:00;ATM;Soft 1.6;192.168.51.202;Windows;796752948
10737;Nagykanizsa;Madách utca 68;2023. 07. 02. 0:00:00;v1.9;20;-;2023. 10. 02. 0:00:00;ATM;Soft 3.1;192.168.132.5;Windows;374517648
10738;Balatonalmádi;Jázmin utca 36;2021. 09. 06. 0:00:00;v7.0;14;aktív;2023. 07. 06. 0:00:00;ATM;Soft 3.4;192.168.132.173;Windows;384487591
10739;Hatvan;Táncsics Mihály utca 78;2016. 08. 15. 0:00:00;v6.4;15;-;2017. 10. 15. 0:00:00;ATM;Soft 1.7;192.168.143.251;Windows;210281301
10740;Komárom;Táncsics Mihály utca 66;2024. 02. 19. 0:00:00;v9.1;14;-;2025. 08. 19. 0:00:00;ATM;Soft 4.1;192.168.201.117;Windows;107950802
10741;Szolnok;Hársfa utca 84;2020. 05. 06. 0:00:00;v3.1;13;aktív;2021. 12. 06. 0:00:00;ATM;Soft 2.5;192.168.80.101;Windows;576146736
10742;Győr;Mátyás király utca 73;2020. 03. 13. 0:00:00;v8.7;18;aktív;2021. 04. 13. 0:00:00;ATM;Soft 4.8;192.168.68.183;Windows;583040940
10743;Salgótarján;Tavasz utca 55;2021. 05. 29. 0:00:00;v3.9;18;-;2022. 07. 29. 0:00:00;ATM;Soft 2.9;192.168.188.177;Windows;516489031
10744;Makó;Hegyalja utca 34;2023. 03. 14. 0:00:00;v8.3;16;-;2024. 01. 14. 0:00:00;ATM;Soft 1.6;192.168.9.91;Windows;410615495
10745;Tolna;Honvéd utca 46;2017. 09. 04. 0:00:00;v6.5;19;-;2019. 03. 04. 0:00:00;ATM;Soft 4.7;192.168.60.197;Windows;339518018
10746;Salgótarján;Gyöngyvirág utca 93;2021. 10. 21. 0:00:00;v7.9;19;-;2022. 06. 21. 0:00:00;ATM;Soft 2.9;192.168.54.255;Windows;109780828
10747;Csömör;Hunyadi utca 13;2016. 10. 13. 0:00:00;v7.5;14;-;2018. 07. 13. 0:00:00;ATM;Soft 1.9;192.168.34.22;Windows;331430621
10748;Zalaegerszeg;Szőlő utca 70;2020. 06. 01. 0:00:00;v1.1;12;aktív;2021. 08. 01. 0:00:00;ATM;Soft 1.8;192.168.120.114;Windows;971297219
10749;Pécs;Hársfa utca 2;2020. 10. 01. 0:00:00;v8.2;14;aktív;2022. 01. 01. 0:00:00;ATM;Soft 3.6;192.168.162.169;Windows;127281602
10750;Kőszeg;Új utca 36;2018. 02. 19. 0:00:00;v7.8;17;raktárban;2019. 01. 19. 0:00:00;ATM;Soft 4.9;192.168.161.217;Windows;901506751
10751;Tatabánya;Virág utca 41;2023. 10. 09. 0:00:00;v4.6;18;aktív;2025. 04. 09. 0:00:00;ATM;Soft 2.7;192.168.227.107;Windows;184736555
10752;Budakeszi;Alkotmány utca 62;2020. 01. 26. 0:00:00;v2.0;20;-;2021. 12. 26. 0:00:00;ATM;Soft 2.5;192.168.61.180;Windows;188136850
10753;Bonyhád;Tavaszmező utca 53;2017. 02. 28. 0:00:00;v6.3;18;-;2019. 01. 28. 0:00:00;ATM;Soft 1.3;192.168.57.193;Windows;374710650
10754;Nagykáta;Virág utca 25;2017. 08. 03. 0:00:00;v7.4;20;aktív;2018. 11. 03. 0:00:00;ATM;Soft 4.7;192.168.208.79;Windows;772886911
10755;Karcag;Templom utca 90;2022. 03. 19. 0:00:00;v4.1;13;raktárban;2022. 09. 19. 0:00:00;ATM;Soft 4.8;192.168.64.62;Windows;293635626
10756;Fót;Gyöngyvirág utca 14;2022. 06. 04. 0:00:00;v5.3;18;aktív;2024. 04. 04. 0:00:00;ATM;Soft 1.9;192.168.187.28;Windows;889070315
10757;Balatonalmádi;Alkotmány utca 45;2022. 05. 22. 0:00:00;v1.7;20;-;2023. 12. 22. 0:00:00;ATM;Soft 4.7;192.168.14.102;Windows;991870452
10758;Nyíregyháza;Orgona utca 7;2024. 08. 13. 0:00:00;v1.0;12;aktív;2025. 08. 13. 0:00:00;ATM;Soft 4.2;192.168.132.40;Windows;394760554
10759;Budaörs;Jázmin utca 83;2019. 08. 24. 0:00:00;v9.1;17;-;2020. 07. 24. 0:00:00;ATM;Soft 2.3;192.168.203.61;Windows;861695184
10760;Dabas;Vörösmarty utca 41;2021. 10. 10. 0:00:00;v9.0;15;-;2022. 10. 10. 0:00:00;ATM;Soft 2.1;192.168.218.28;Windows;932507029
10761;Siklós;Dózsa György utca 39;2022. 11. 10. 0:00:00;v6.9;17;raktárban;2024. 04. 10. 0:00:00;ATM;Soft 2.3;192.168.249.87;Windows;800325942
10762;Nagymaros;Madách utca 52;2021. 07. 07. 0:00:00;v2.2;18;-;2021. 12. 07. 0:00:00;ATM;Soft 2.6;192.168.21.70;Windows;380971242
10763;Kiskunhalas;Hegyalja utca 85;2015. 10. 09. 0:00:00;v4.9;15;aktív;2015. 12. 09. 0:00:00;ATM;Soft 2.5;192.168.22.152;Windows;817089516
10764;Hajdúszoboszló;Vasút utca 13;2017. 05. 30. 0:00:00;v9.4;15;-;2017. 08. 30. 0:00:00;ATM;Soft 1.5;192.168.245.172;Windows;105385342
10765;Kalocsa;Deák Ferenc utca 73;2017. 08. 30. 0:00:00;v4.2;16;raktárban;2018. 03. 30. 0:00:00;ATM;Soft 2.7;192.168.222.55;Windows;104201949
10766;Jászapáti;Erkel Ferenc utca 70;2019. 05. 23. 0:00:00;v3.4;12;-;2020. 02. 23. 0:00:00;ATM;Soft 2.0;192.168.15.55;Windows;747084941
10767;Nagykőrös;Virág utca 19;2017. 07. 05. 0:00:00;v2.8;15;raktárban;2018. 04. 05. 0:00:00;ATM;Soft 2.9;192.168.86.42;Windows;218444557
10768;Szentgotthárd;Rákóczi utca 52;2018. 09. 21. 0:00:00;v8.2;12;-;2020. 08. 21. 0:00:00;ATM;Soft 2.3;192.168.108.189;Windows;406495368
10769;Dabas;Nyár utca 62;2016. 10. 15. 0:00:00;v3.6;12;raktárban;2018. 02. 15. 0:00:00;ATM;Soft 3.5;192.168.23.58;Windows;623844194
10770;Nagykáta;Alkotmány utca 65;2020. 11. 26. 0:00:00;v9.3;14;-;2021. 02. 26. 0:00:00;ATM;Soft 3.9;192.168.221.5;Windows;323052316
10771;Körmend;Hunyadi utca 75;2017. 02. 21. 0:00:00;v6.7;16;-;2018. 11. 21. 0:00:00;ATM;Soft 2.7;192.168.187.54;Windows;739180704
10772;Bonyhád;Arany János utca 45;2016. 06. 01. 0:00:00;v5.4;13;-;2017. 01. 01. 0:00:00;ATM;Soft 2.2;192.168.79.213;Windows;434327856
10773;Győr;Új utca 23;2023. 10. 09. 0:00:00;v6.7;13;-;2023. 11. 09. 0:00:00;ATM;Soft 4.8;192.168.237.109;Windows;128222059
10774;Salgótarján;Zrínyi utca 70;2021. 02. 14. 0:00:00;v1.9;15;aktív;2021. 09. 14. 0:00:00;ATM;Soft 3.1;192.168.169.126;Windows;567969845
10775;Gyula;Szőlő utca 98;2020. 02. 07. 0:00:00;v9.4;15;aktív;2020. 07. 07. 0:00:00;ATM;Soft 3.0;192.168.165.118;Windows;269309567
10776;Tolna;Széchenyi utca 68;2022. 10. 21. 0:00:00;v3.5;18;aktív;2023. 09. 21. 0:00:00;ATM;Soft 1.4;192.168.142.168;Windows;285136250
10777;Makó;Kert utca 9;2018. 06. 26. 0:00:00;v3.5;15;-;2018. 09. 26. 0:00:00;ATM;Soft 2.2;192.168.12.89;Windows;913297056
10778;Vecsés;Széchenyi utca 84;2021. 02. 19. 0:00:00;v6.0;13;aktív;2022. 09. 19. 0:00:00;ATM;Soft 4.3;192.168.154.231;Windows;934763619
10779;Veszprém;Madách utca 8;2018. 03. 28. 0:00:00;v4.4;19;-;2019. 09. 28. 0:00:00;ATM;Soft 1.9;192.168.26.89;Windows;786713901
10780;Kecskemét;Rákóczi utca 10;2021. 07. 14. 0:00:00;v7.6;15;raktárban;2022. 03. 14. 0:00:00;ATM;Soft 1.6;192.168.155.122;Windows;796896255
10781;Ajka;Iskola utca 38;2019. 06. 26. 0:00:00;v1.4;16;-;2020. 03. 26. 0:00:00;ATM;Soft 2.6;192.168.3.252;Windows;860287326
10782;Tapolca;Iskola utca 15;2019. 04. 22. 0:00:00;v1.7;14;aktív;2021. 01. 22. 0:00:00;ATM;Soft 4.1;192.168.186.69;Windows;611806228
10783;Nagykáta;Új utca 59;2016. 01. 22. 0:00:00;v1.4;19;aktív;2017. 05. 22. 0:00:00;ATM;Soft 4.3;192.168.97.151;Windows;850775323
10784;Tapolca;Munkás utca 40;2021. 05. 16. 0:00:00;v4.0;18;raktárban;2023. 03. 16. 0:00:00;ATM;Soft 1.9;192.168.49.152;Windows;616256225
10785;Pilisvörösvár;Kossuth tér 87;2020. 01. 07. 0:00:00;v4.6;13;raktárban;2021. 02. 07. 0:00:00;ATM;Soft 3.9;192.168.198.81;Windows;569690083
10786;Hatvan;Ady Endre utca 18;2021. 10. 20. 0:00:00;v2.7;19;aktív;2022. 05. 20. 0:00:00;ATM;Soft 1.3;192.168.127.85;Windows;695409855
10787;Berettyóújfalu;Mátyás király utca 64;2024. 06. 04. 0:00:00;v5.3;16;-;2025. 07. 04. 0:00:00;ATM;Soft 3.6;192.168.201.106;Windows;975443724
10788;Kőszeg;Tavasz utca 30;2016. 01. 18. 0:00:00;v9.6;14;-;2017. 11. 18. 0:00:00;ATM;Soft 3.5;192.168.190.81;Windows;852501815
10789;Gyula;Honvéd utca 31;2022. 06. 08. 0:00:00;v8.3;13;-;2023. 11. 08. 0:00:00;ATM;Soft 1.5;192.168.228.141;Windows;534913959
10790;Kiskunfélegyháza;Alkotmány utca 99;2024. 04. 23. 0:00:00;v5.3;14;-;2024. 08. 23. 0:00:00;ATM;Soft 1.4;192.168.248.1;Windows;517918616
10791;Pilisvörösvár;Petőfi utca 74;2016. 01. 19. 0:00:00;v1.9;17;aktív;2017. 05. 19. 0:00:00;ATM;Soft 4.7;192.168.56.214;Windows;841843053
10792;Ózd;Temető utca 24;2022. 01. 11. 0:00:00;v8.4;16;aktív;2022. 11. 11. 0:00:00;ATM;Soft 1.5;192.168.236.150;Windows;151993829
10793;Kazincbarcika;Széchenyi utca 69;2018. 11. 21. 0:00:00;v3.3;18;-;2019. 08. 21. 0:00:00;ATM;Soft 3.1;192.168.253.231;Windows;592517106
